Unnamed: 0,Unnamed: 1,Unnamed: 2,,,,
Position,Track Name,Artist,Streams,URL,Date,Unique ID
159,Armed And Dangerous,Juice WRLD,1592934,https://open.spotify.com/track/5wujBwqG7INdStqGd4tRMX,09.10.20,09.10.20_159
160,august,Taylor Swift,1592595,https://open.spotify.com/track/3hUxzQpSfdDqwM3ZTFQY0K,09.10.20,09.10.20_160
161,What You Know Bout Love,Pop Smoke,1591598,https://open.spotify.com/track/1tkg4EHVoqnhR6iFEXb60y,09.10.20,09.10.20_161
162,bad guy,Billie Eilish,1591339,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m,09.10.20,09.10.20_162
163,Whole Lotta Choppas,Sada Baby,1589808,https://open.spotify.com/track/6hLZzCS4E7AWo3PRBWy6az,09.10.20,09.10.20_163
164,Pop Out (feat. Lil Tjay),Polo G,1585901,https://open.spotify.com/track/6uFn47ACjqYkc0jADwEdj1,09.10.20,09.10.20_164
165,Patek,Future,1582683,https://open.spotify.com/track/76MjtLfZoTNc3BDqUVjuRH,09.10.20,09.10.20_165
166,XO Tour Llif3,Lil Uzi Vert,1582060,https://open.spotify.com/track/7GX5flRQZVHRAGd6B4TmDO,09.10.20,09.10.20_166
167,"One Beer (HARDY feat. Lauren Alaina, Devin Dawson)",HIXTAPE,1576730,https://open.spotify.com/track/5FmvaZGd6fulojSToozLRD,09.10.20,09.10.20_167
168,Sweater Weather,The Neighbourhood,1566229,https://open.spotify.com/track/2QjOHCTQ1Jl3zawyYOpxh6,09.10.20,09.10.20_168
169,Fuck Love (feat. Trippie Redd),XXXTENTACION,1562356,https://open.spotify.com/track/7AQim7LbvFVZJE3O8TYgf2,09.10.20,09.10.20_169
170,Said Sum,Moneybagg Yo,1561390,https://open.spotify.com/track/45npF3MKvCa1sO7s4y7qBf,09.10.20,09.10.20_170
171,Magic In The Hamptons (feat. Lil Yachty),Social House,1559444,https://open.spotify.com/track/2Yer0p7uB2lVBUAtANuuQp,09.10.20,09.10.20_171
172,"Body Language (feat. Ty Dolla $ign, and Jhené Aiko)",Big Sean,1556750,https://open.spotify.com/track/6FXsrAH7Zol1jusSeJIoYA,09.10.20,09.10.20_172
173,Truth Hurts,Lizzo,1545519,https://open.spotify.com/track/3HWzoMvoF3TQfYg4UPszDq,09.10.20,09.10.20_173
174,Kacey Talk,YoungBoy Never Broke Again,1544351,https://open.spotify.com/track/7dmD4eaEb5UCBYcEJkLke9,09.10.20,09.10.20_174
175,"10,000 Hours (with Justin Bieber)",Dan + Shay,1542893,https://open.spotify.com/track/2wrJq5XKLnmhRXHIAf9xBa,09.10.20,09.10.20_175
176,GOOBA,6ix9ine,1541669,https://open.spotify.com/track/6qiiDtFAJjyEhoZVcf6ovL,09.10.20,09.10.20_176
177,Excitement,Trippie Redd,1521820,https://open.spotify.com/track/3WnTQDd9A3bpBfzCziElU9,09.10.20,09.10.20_177
178,Tennessee Whiskey,Chris Stapleton,1518576,https://open.spotify.com/track/3fqwjXwUGN6vbzIwvyFMhx,09.10.20,09.10.20_178
179,Vroom Vroom,A Boogie Wit da Hoodie,1517547,https://open.spotify.com/track/4adrh1YMaPAhtqalhG8hIH,09.10.20,09.10.20_179
180,Myron,Lil Uzi Vert,1514121,https://open.spotify.com/track/56uXDJRCuoS7abX3SkzHKQ,09.10.20,09.10.20_180
181,Mr. Brightside,The Killers,1509755,https://open.spotify.com/track/003vvx7Niy0yvhvHt4a68B,09.10.20,09.10.20_181
182,Tell Me U Luv Me (with Trippie Redd),Juice WRLD,1508582,https://open.spotify.com/track/5JAYDuLRkODlVt6dgoalKk,09.10.20,09.10.20_182
183,the last great american dynasty,Taylor Swift,1508093,https://open.spotify.com/track/2Eeur20xVqfUoM3Q7EFPFt,09.10.20,09.10.20_183
184,One Margarita,Luke Bryan,1501481,https://open.spotify.com/track/1Y3TlYJNhIa7k4YAvFkJAB,09.10.20,09.10.20_184
185,when the party's over,Billie Eilish,1495258,https://open.spotify.com/track/43zdsphuZLzwA9k4DJhU0I,09.10.20,09.10.20_185
186,Man Of The Year,Juice WRLD,1488481,https://open.spotify.com/track/7AvprzMsRJpybaalckaT8c,09.10.20,09.10.20_186
187,Suicidal (Remix) [feat. Juice WRLD],YNW Melly,1487562,https://open.spotify.com/track/4S2uhQE8L9V6p7rj7SiauJ,09.10.20,09.10.20_187
188,Money In The Grave (Drake ft. Rick Ross),Drake,1477237,https://open.spotify.com/track/5ry2OE6R2zPQFDO85XkgRb,09.10.20,09.10.20_188
189,Better Now,Post Malone,1474065,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK,09.10.20,09.10.20_189
190,I Should Probably Go To Bed,Dan + Shay,1473733,https://open.spotify.com/track/5ovVcYo2MvjVydFwFyaaqy,09.10.20,09.10.20_190
191,Backyard Boy,Claire Rosinkranz,1473598,https://open.spotify.com/track/0QpOqKz66ZxHNqj2PPHiFF,09.10.20,09.10.20_191
192,"...And To Those I Love, Thanks For Sticking Around",$uicideBoy$,1472973,https://open.spotify.com/track/41LhQUkElADQ5YUbpYv2D0,09.10.20,09.10.20_192
193,Memories,Maroon 5,1470260,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM,09.10.20,09.10.20_193
194,F.N,Lil Tjay,1468446,https://open.spotify.com/track/0RLLvYBopDwooCyvnTwgYu,09.10.20,09.10.20_194
195,The Voice,Lil Durk,1461689,https://open.spotify.com/track/195gauSXE6Q2IKmCrarHut,09.10.20,09.10.20_195
196,Something Special,Pop Smoke,1458576,https://open.spotify.com/track/5kkaSMcf4BFlhRRICCKZb6,09.10.20,09.10.20_196
197,Don't Stop Believin',Journey,1456485,https://open.spotify.com/track/4bHsxqR3GMrXTxEPLuK5ue,09.10.20,09.10.20_197
198,Lean Wit Me,Juice WRLD,1454463,https://open.spotify.com/track/3oDkdAySo1VQQG0ptV7uwa,09.10.20,09.10.20_198
199,Dreams - 2004 Remaster,Fleetwood Mac,1453724,https://open.spotify.com/track/0ofHAoxe9vBkTCp2UQIavz,09.10.20,09.10.20_199
200,Hatchback,Cochise,1452243,https://open.spotify.com/track/12hVQgYR254ZziANtiKVWQ,09.10.20,09.10.20_200
Position,Track Name,Artist,Streams,URL,Date,Unique ID
001,WAP (feat. Megan Thee Stallion),Cardi B,13483532,https://open.spotify.com/track/4Oun2ylbjFKMPTiaSbbCih,09.17.20,09.17.20_001
002,Mood (feat. iann dior),24kGoldn,10030413,https://open.spotify.com/track/3tjFYV6RSFtuktYl3ZtYcq,09.17.20,09.17.20_002
003,Laugh Now Cry Later (feat. Lil Durk),Drake,8905084,https://open.spotify.com/track/2SAqBLGA283SUiwJ3xOUVI,09.17.20,09.17.20_003
004,"Lemonade (feat. Gunna, Don Toliver & NAV)",Internet Money,7999509,https://open.spotify.com/track/2DQNYMRjisN3KAPj1bEwOI,09.17.20,09.17.20_004
005,For The Night (feat. Lil Baby & DaBaby),Pop Smoke,7667531,https://open.spotify.com/track/0PvFJmanyNQMseIFrU708S,09.17.20,09.17.20_005
006,ROCKSTAR (feat. Roddy Ricch),DaBaby,6185442,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4,09.17.20,09.17.20_006
007,POPSTAR (feat. Drake),DJ Khaled,5789394,https://open.spotify.com/track/6EDO9iiTtwNv6waLwa1UUq,09.17.20,09.17.20_007
008,"WHATS POPPIN (feat. DaBaby, Tory Lanez & Lil Wayne) - Remix",Jack Harlow,5760134,https://open.spotify.com/track/2MbdDtCv5LUVjYy9RuGTgC,09.17.20,09.17.20_008
009,Come & Go (with Marshmello),Juice WRLD,5494883,https://open.spotify.com/track/2Y0wPrPQBrGhoLn14xRYCG,09.17.20,09.17.20_009
010,Wishing Well,Juice WRLD,5465068,https://open.spotify.com/track/2U5WueTLIK5WJLD7mvDODv,09.17.20,09.17.20_010
011,Heather,Conan Gray,5461335,https://open.spotify.com/track/4xqrdfXkTW4T0RauPLv3WA,09.17.20,09.17.20_011
012,Dynamite,BTS,4999112,https://open.spotify.com/track/0t1kP63rueHleOhQkYSXFY,09.17.20,09.17.20_012
013,Blinding Lights,The Weeknd,4886445,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b,09.17.20,09.17.20_013
014,Watermelon Sugar,Harry Styles,4801434,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY,09.17.20,09.17.20_014
015,Mood Swings (feat. Lil Tjay),Pop Smoke,4762468,https://open.spotify.com/track/5rZlwNFl01HqLWBQGryKSm,09.17.20,09.17.20_015
016,you broke me first,Tate McRae,4333186,https://open.spotify.com/track/45bE4HXI0AwGZXfZtMp8JR,09.17.20,09.17.20_016
017,Smile (with The Weeknd),Juice WRLD,4234632,https://open.spotify.com/track/6wQlQrTY5mVS8EGaFZVwVF,09.17.20,09.17.20_017
018,Blueberry Faygo,Lil Mosey,4194124,https://open.spotify.com/track/22LAwLoDA5b4AaGSkg6bKW,09.17.20,09.17.20_018
019,Savage Love (Laxed - Siren Beat),Jawsh 685,4000501,https://open.spotify.com/track/1xQ6trAsedVPCdbtDAmk0c,09.17.20,09.17.20_019
020,Go Crazy,Chris Brown,3731718,https://open.spotify.com/track/1IIKrJVP1C9N7iPtG6eOsK,09.17.20,09.17.20_020
021,7 Summers,Morgan Wallen,3620160,https://open.spotify.com/track/0tbjiOUl4k492KPdWZS9sy,09.17.20,09.17.20_021
022,my ex's best friend (with blackbear),Machine Gun Kelly,3557975,https://open.spotify.com/track/70rFIfYN7lU6iTgUIVP42w,09.17.20,09.17.20_022
023,Roses - Imanbek Remix,SAINt JHN,3510091,https://open.spotify.com/track/2Wo6QQD1KMDWeFkkjLqwx5,09.17.20,09.17.20_023
024,Wolves (feat. Post Malone),Big Sean,3469509,https://open.spotify.com/track/33gwZOGJWEZ7dRWPqPxBEZ,09.17.20,09.17.20_024
025,Be Like That - feat. Swae Lee & Khalid,Kane Brown,3430964,https://open.spotify.com/track/5f1joOtoMeyppIcJGZQvqJ,09.17.20,09.17.20_025
026,The Woo (feat. 50 Cent & Roddy Ricch),Pop Smoke,3411452,https://open.spotify.com/track/1H7KnK26kc1YyellpbINEn,09.17.20,09.17.20_026
027,GREECE (feat. Drake),DJ Khaled,3251714,https://open.spotify.com/track/35RJhm1pEovTBwnNR0zWad,09.17.20,09.17.20_027
028,Lucid Dreams,Juice WRLD,3169025,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR,09.17.20,09.17.20_028
029,Midnight Sky,Miley Cyrus,3165979,https://open.spotify.com/track/27ycaQnQAxaPiyeg3nr2aB,09.17.20,09.17.20_029
030,Martin & Gina,Polo G,3146198,https://open.spotify.com/track/1VLtjHwRWOVJiE5Py7JxoQ,09.17.20,09.17.20_030
031,Hawái,Maluma,3123425,https://open.spotify.com/track/1yoMvmasuxZfqHEipJhRbp,09.17.20,09.17.20_031
032,The Box,Roddy Ricch,3102650,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I,09.17.20,09.17.20_032
033,Robbery,Juice WRLD,3102275,https://open.spotify.com/track/6Hj9jySrnFppAI0sEMCZpJ,09.17.20,09.17.20_033
034,Circles,Post Malone,3094065,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb,09.17.20,09.17.20_034
035,24 (feat. Lil Baby),Money Man,3068337,https://open.spotify.com/track/0xUvi7wldroBzaZCengPa5,09.17.20,09.17.20_035
036,We Paid (feat. 42 Dugg),Lil Baby,3055437,https://open.spotify.com/track/6gxKUmycQX7uyMwJcweFjp,09.17.20,09.17.20_036
037,All Girls Are The Same,Juice WRLD,3035110,https://open.spotify.com/track/4VXIryQMWpIdGgYR4TrjT1,09.17.20,09.17.20_037
038,My Window (feat. Lil Wayne),YoungBoy Never Broke Again,3032875,https://open.spotify.com/track/7IECs9d4Rrlpa7tiHOCE1w,09.17.20,09.17.20_038
039,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,3014216,https://open.spotify.com/track/0RiRZpuVRbi7oqRdSMwhQY,09.17.20,09.17.20_039
040,Ice Cream (with Selena Gomez),BLACKPINK,3003201,https://open.spotify.com/track/2J4P46vCFm1rPkNkp9pZWX,09.17.20,09.17.20_040
041,DOLLAZ ON MY HEAD (feat. Young Thug),Gunna,2948622,https://open.spotify.com/track/3nS9a01VvXHQriLqJYwRqG,09.17.20,09.17.20_041
042,21,Polo G,2911308,https://open.spotify.com/track/3JKgcAa7r07ocVWcV8bS0H,09.17.20,09.17.20_042
043,Conversations,Juice WRLD,2888344,https://open.spotify.com/track/4K06PO78fW4mnBVenxGNob,09.17.20,09.17.20_043
044,Party Girl,StaySolidRocky,2883575,https://open.spotify.com/track/3IJYUaN3tx04S4TYyZHKoP,09.17.20,09.17.20_044
045,Got It On Me,Pop Smoke,2850595,https://open.spotify.com/track/25zlnOAzbVoOzIeXSvQFf1,09.17.20,09.17.20_045
046,Blastoff (feat. Juice Wrld & Trippie Redd),Internet Money,2841355,https://open.spotify.com/track/2rFsFjq0D9JAmc0APpCO6P,09.17.20,09.17.20_046
047,Hate The Other Side (with Marshmello & The Kid Laroi),Juice WRLD,2839598,https://open.spotify.com/track/0ada5XsQGLPUVbmTCkAP49,09.17.20,09.17.20_047
048,OK Not To Be OK,Marshmello,2829485,https://open.spotify.com/track/0zzVTGyRrWpQu8Fr28NRAv,09.17.20,09.17.20_048
049,Electric Love,BØRNS,2798129,https://open.spotify.com/track/2GiJYvgVaD2HtM8GqD9EgQ,09.17.20,09.17.20_049
050,Before You Go,Lewis Capaldi,2797454,https://open.spotify.com/track/2gMXnyrvIjhVBUZwvLZDMP,09.17.20,09.17.20_050
051,death bed (coffee for your head),Powfu,2755596,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx,09.17.20,09.17.20_051
052,Breaking Me,Topic,2755357,https://open.spotify.com/track/3H7ihDc1dqLriiWXwsc2po,09.17.20,09.17.20_052
053,Someone You Loved,Lewis Capaldi,2707483,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf,09.17.20,09.17.20_053
054,After Party,Don Toliver,2643866,https://open.spotify.com/track/527k23H0A4Q0UJN3vGs0Da,09.17.20,09.17.20_054
055,Lets Link,WhoHeem,2635471,https://open.spotify.com/track/6fMzgFFGzWCwiHMzDzNpp5,09.17.20,09.17.20_055
056,Righteous,Juice WRLD,2616467,https://open.spotify.com/track/5dOxHHMOFAbG3VH23t0xNm,09.17.20,09.17.20_056
057,Mad at Disney,salem ilese,2558037,https://open.spotify.com/track/7aGyRfJWtLqgJaZoG9lJhE,09.17.20,09.17.20_057
058,Hit Different,SZA,2554895,https://open.spotify.com/track/7Bar1kLTmsRmH6FCKKMEyU,09.17.20,09.17.20_058
059,Rags2Riches 2 (feat. Lil Baby),Rod Wave,2546090,https://open.spotify.com/track/0qJeyYAgv6UpvewUxRXAhb,09.17.20,09.17.20_059
060,SICKO MODE,Travis Scott,2500601,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h,09.17.20,09.17.20_060
061,goosebumps,Travis Scott,2493906,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2,09.17.20,09.17.20_061
062,GO (feat. Juice WRLD),The Kid LAROI,2479849,https://open.spotify.com/track/2rPHUAeUPbNgTmK18FPTiZ,09.17.20,09.17.20_062
063,Rain On Me (with Ariana Grande),Lady Gaga,2472140,https://open.spotify.com/track/7ju97lgwC2rKQ6wwsf9no9,09.17.20,09.17.20_063
064,Girls in the Hood,Megan Thee Stallion,2463608,https://open.spotify.com/track/6WbTTAGKrQtCQvmc5BuYfh,09.17.20,09.17.20_064
065,Still Don't Know My Name,Labrinth,2460315,https://open.spotify.com/track/6N22FZs2ZhPBYi3b9XPajV,09.17.20,09.17.20_065
066,Adore You,Harry Styles,2459900,https://open.spotify.com/track/3jjujdWJ72nww5eGnfs2E7,09.17.20,09.17.20_066
067,Tap In,Saweetie,2458342,https://open.spotify.com/track/4Hpib09wXgD84w4uwTPnYD,09.17.20,09.17.20_067
068,cardigan,Taylor Swift,2378808,https://open.spotify.com/track/4R2kfaDFhslZEMJqAFNpdd,09.17.20,09.17.20_068
069,Prospect (ft. Lil Baby),iann dior,2368948,https://open.spotify.com/track/4iHSE5R1U8jf84tRn52xRt,09.17.20,09.17.20_069
070,Life Is Good (feat. Drake),Future,2357226,https://open.spotify.com/track/1K5KBOgreBi5fkEHvg5ap3,09.17.20,09.17.20_070
071,UN DIA (ONE DAY) (Feat. Tainy),J Balvin,2354760,https://open.spotify.com/track/0EhpEsp4L0oRGM0vmeaN5e,09.17.20,09.17.20_071
072,Flex (feat. Juice WRLD),Polo G,2336737,https://open.spotify.com/track/2QqJTIlGKRLJC3onkavYEz,09.17.20,09.17.20_072
073,hot girl bummer,blackbear,2296920,https://open.spotify.com/track/2mt1IqcFyY1zmYZT8Q3xw9,09.17.20,09.17.20_073
074,What You Know Bout Love,Pop Smoke,2295327,https://open.spotify.com/track/1tkg4EHVoqnhR6iFEXb60y,09.17.20,09.17.20_074
075,HIGHEST IN THE ROOM,Travis Scott,2285418,https://open.spotify.com/track/3eekarcy7kvN4yt5ZFzltW,09.17.20,09.17.20_075
076,WHATS POPPIN,Jack Harlow,2272957,https://open.spotify.com/track/1jaTQ3nqY3oAAYyCTbIvnM,09.17.20,09.17.20_076
077,Toosie Slide,Drake,2265324,https://open.spotify.com/track/466cKvZn1j45IpxDdYZqdA,09.17.20,09.17.20_077
078,THE SCOTTS,THE SCOTTS,2265160,https://open.spotify.com/track/39Yp9wwQiSRIDOvrVg7mbk,09.17.20,09.17.20_078
079,The Bigger Picture,Lil Baby,2252429,https://open.spotify.com/track/44gRhRi2OhEf7moAUj6MD1,09.17.20,09.17.20_079
080,Kacey Talk,YoungBoy Never Broke Again,2249995,https://open.spotify.com/track/1SF8piqsZWn86DajVKih8F,09.17.20,09.17.20_080
081,Dior,Pop Smoke,2242122,https://open.spotify.com/track/79s5XnCN4TJKTVMSmOx8Ep,09.17.20,09.17.20_081
082,Head & Heart (feat. MNEK),Joel Corry,2218622,https://open.spotify.com/track/6cx06DFPPHchuUAcTxznu9,09.17.20,09.17.20_082
083,Sunday Best,Surfaces,2209121,https://open.spotify.com/track/1Cv1YLb4q0RzL6pybtaMLo,09.17.20,09.17.20_083
084,More Than My Hometown,Morgan Wallen,2196303,https://open.spotify.com/track/0eBXyY4SatzpE7opnzgXvz,09.17.20,09.17.20_084
085,Are You Bored Yet? (feat. Clairo),Wallows,2187386,https://open.spotify.com/track/57RA3JGafJm5zRtKJiKPIm,09.17.20,09.17.20_085
086,Whiskey Glasses,Morgan Wallen,2181375,https://open.spotify.com/track/6foY66mWZN0pSRjZ408c00,09.17.20,09.17.20_086
087,Put Your Records On,Ritt Momney,2170547,https://open.spotify.com/track/6AGOKlMZWLCaEJGnaROtF9,09.17.20,09.17.20_087
088,Bandit (with YoungBoy Never Broke Again),Juice WRLD,2163059,https://open.spotify.com/track/6Gg1gjgKi2AK4e0qzsR7sd,09.17.20,09.17.20_088
089,my future,Billie Eilish,2131808,https://open.spotify.com/track/2ygvZOXrIeVL4xZmAWJT2C,09.17.20,09.17.20_089
090,ROXANNE,Arizona Zervas,2116386,https://open.spotify.com/track/696DnlkuDOXcMAnKlTgXXK,09.17.20,09.17.20_090
091,Stunnin' (feat. Harm Franklin),Curtis Waters,2115758,https://open.spotify.com/track/2D0dj3hVkRQJCp63cxCPEx,09.17.20,09.17.20_091
092,You Got It,Vedo,2093401,https://open.spotify.com/track/4lsHZ92XCFOQfzJFBTluk8,09.17.20,09.17.20_092
093,exile (feat. Bon Iver),Taylor Swift,2093228,https://open.spotify.com/track/4pvb0WLRcMtbPGmtejJJ6y,09.17.20,09.17.20_093
094,Falling,Trevor Daniel,2084781,https://open.spotify.com/track/2rRJrJEo19S2J82BDsQ3F7,09.17.20,09.17.20_094
095,Ballin' (with Roddy Ricch),Mustard,2073696,https://open.spotify.com/track/3QzAOrNlsabgbMwlZt7TAY,09.17.20,09.17.20_095
096,Savage Remix (feat. Beyoncé),Megan Thee Stallion,2071117,https://open.spotify.com/track/5v4GgrXPMghOnBBLmveLac,09.17.20,09.17.20_096
097,Over Now (with The Weeknd),Calvin Harris,2056804,https://open.spotify.com/track/58AGoOGbwsQMhBbH0eFLRR,09.17.20,09.17.20_097
098,the 1,Taylor Swift,2056302,https://open.spotify.com/track/0Jlcvv8IykzHaSmj49uNW8,09.17.20,09.17.20_098
099,Jocelyn Flores,XXXTENTACION,2033013,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96,09.17.20,09.17.20_099
100,Walk Em Down (feat. Roddy Ricch),NLE Choppa,2026054,https://open.spotify.com/track/1Z0cZI0UzNbP9L8MzzGxqf,09.17.20,09.17.20_100
101,If the World Was Ending - feat. Julia Michaels,JP Saxe,2021346,https://open.spotify.com/track/2kJwzbxV2ppxnQoYw4GLBZ,09.17.20,09.17.20_101
102,SLOW DANCING IN THE DARK,Joji,1967927,https://open.spotify.com/track/0rKtyWc8bvkriBthvHKY8d,09.17.20,09.17.20_102
103,Chasin' You,Morgan Wallen,1966895,https://open.spotify.com/track/5MwynWK9s4hlyKHqhkNn4A,09.17.20,09.17.20_103
104,feel something,Bea Miller,1959642,https://open.spotify.com/track/7JDWhC422Gtk1Bq0mL3OTC,09.17.20,09.17.20_104
105,Money Trees,Kendrick Lamar,1947126,https://open.spotify.com/track/2HbKqm4o0w5wEeEFXm2sD4,09.17.20,09.17.20_105
106,Excitement,Trippie Redd,1937895,https://open.spotify.com/track/3WnTQDd9A3bpBfzCziElU9,09.17.20,09.17.20_106
107,Chicago Freestyle (feat. Giveon),Drake,1921263,https://open.spotify.com/track/4wVOKKEHUJxHCFFNUWDn0B,09.17.20,09.17.20_107
108,Rags2Riches (feat. ATR Son Son),Rod Wave,1906309,https://open.spotify.com/track/1ENdcyhqdylaLsPVgB83qq,09.17.20,09.17.20_108
109,All In,YoungBoy Never Broke Again,1886064,https://open.spotify.com/track/7CdoE8U5DwrwCaLoyf3ME0,09.17.20,09.17.20_109
110,Intentions (feat. Quavo),Justin Bieber,1866705,https://open.spotify.com/track/4umIPjkehX1r7uhmGvXiSV,09.17.20,09.17.20_110
111,Daisy,Ashnikko,1864978,https://open.spotify.com/track/0AUvWawuP0ibk4SQ3sIZjk,09.17.20,09.17.20_111
112,Life's A Mess (feat. Halsey),Juice WRLD,1858637,https://open.spotify.com/track/5wWAwzGp2OaaoIkwcz6wZs,09.17.20,09.17.20_112
113,No Guidance (feat. Drake),Chris Brown,1856188,https://open.spotify.com/track/6XHVuErjQ4XNm6nDPVCxVX,09.17.20,09.17.20_113
114,High Fashion (feat. Mustard),Roddy Ricch,1832925,https://open.spotify.com/track/07KXEDMj78x68D884wgVEm,09.17.20,09.17.20_114
115,Falling,Harry Styles,1828321,https://open.spotify.com/track/1ZMiCix7XSAbfAJlEZWMCp,09.17.20,09.17.20_115
116,Godzilla (feat. Juice WRLD),Eminem,1807333,https://open.spotify.com/track/7FIWs0pqAYbP91WWM0vlTQ,09.17.20,09.17.20_116
117,BLIND (feat. Young Thug),DaBaby,1802334,https://open.spotify.com/track/2T5NBwKRySiCR78vVk08vr,09.17.20,09.17.20_117
118,I Hope,Gabby Barrett,1801401,https://open.spotify.com/track/23T0OX7QOiIUFShSzbJ5Uo,09.17.20,09.17.20_118
119,Dance Monkey,Tones And I,1800609,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku,09.17.20,09.17.20_119
120,Break My Heart,Dua Lipa,1797335,https://open.spotify.com/track/017PF4Q3l4DBUiWoXk4OWT,09.17.20,09.17.20_120
121,3 Headed Goat (feat. Lil Baby & Polo G),Lil Durk,1784500,https://open.spotify.com/track/2h4cmbyb6S7e8igDZIITJU,09.17.20,09.17.20_121
122,Die From A Broken Heart,Maddie & Tae,1781458,https://open.spotify.com/track/3DA4SE262k6rdEtlHteNyq,09.17.20,09.17.20_122
123,BOP,DaBaby,1779220,https://open.spotify.com/track/6Ozh9Ok6h4Oi1wUSLtBseN,09.17.20,09.17.20_123
124,Stuck with U (with Justin Bieber),Ariana Grande,1775698,https://open.spotify.com/track/4HBZA5flZLE435QTztThqH,09.17.20,09.17.20_124
125,July,Noah Cyrus,1770771,https://open.spotify.com/track/6J2LdBN97cDWn0MLxYh9HB,09.17.20,09.17.20_125
126,20 Min,Lil Uzi Vert,1764162,https://open.spotify.com/track/0uxSUdBrJy9Un0EYoBowng,09.17.20,09.17.20_126
127,Heartless (feat. Morgan Wallen),Diplo,1761969,https://open.spotify.com/track/3FU6urUVsgXa6RBuV2PdRk,09.17.20,09.17.20_127
128,SAD!,XXXTENTACION,1761886,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2,09.17.20,09.17.20_128
129,Star Shopping,Lil Peep,1755583,https://open.spotify.com/track/30bqVoKjX479ab90a8Pafp,09.17.20,09.17.20_129
130,Beautiful Crazy,Luke Combs,1755165,https://open.spotify.com/track/2rxQMGVafnNaRaXlRMWPde,09.17.20,09.17.20_130
131,Hello (feat. A Boogie Wit da Hoodie),Pop Smoke,1753192,https://open.spotify.com/track/2r6OAV3WsYtXuXjvJ1lIDi,09.17.20,09.17.20_131
132,Don't Start Now,Dua Lipa,1747784,https://open.spotify.com/track/3PfIrDoz19wz7qK7tYeu62,09.17.20,09.17.20_132
133,lovely (with Khalid),Billie Eilish,1745765,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4,09.17.20,09.17.20_133
134,Narrow Road (feat. Lil Baby),NLE Choppa,1743833,https://open.spotify.com/track/0mCiEhtdRn5YYhefLXcxI7,09.17.20,09.17.20_134
135,MIDDLE CHILD,J. Cole,1741605,https://open.spotify.com/track/2JvzF1RMd7lE3KmFlsyZD8,09.17.20,09.17.20_135
136,Take You Dancing,Jason Derulo,1735399,https://open.spotify.com/track/59qrUpoplZxbIZxk6X0Bm3,09.17.20,09.17.20_136
137,PTSD,G Herbo,1734650,https://open.spotify.com/track/3jT2LKH0RSbQ8jIUNFzXm5,09.17.20,09.17.20_137
138,everything i wanted,Billie Eilish,1725783,https://open.spotify.com/track/3ZCTVFBt2Brf31RLEnCkWJ,09.17.20,09.17.20_138
139,Tongue Tied,Grouplove,1705561,https://open.spotify.com/track/0GO8y8jQk1PkHzS31d699N,09.17.20,09.17.20_139
140,Drip Too Hard (Lil Baby & Gunna),Lil Baby,1698533,https://open.spotify.com/track/78QR3Wp35dqAhFEc2qAGjE,09.17.20,09.17.20_140
141,Drug Addiction,YoungBoy Never Broke Again,1694471,https://open.spotify.com/track/1jWHtG4UXwH7JkEGY559Pa,09.17.20,09.17.20_141
142,Need It,Migos,1688623,https://open.spotify.com/track/6mtjo5kIHKlboGE84lf1FJ,09.17.20,09.17.20_142
143,"Ay, DiOs Mío!",KAROL G,1674529,https://open.spotify.com/track/7x4ASXYEKfQBCewcZhK776,09.17.20,09.17.20_143
144,Pussy Talk,City Girls,1674004,https://open.spotify.com/track/5EzL7hGT9g2Tvqsy158Lu9,09.17.20,09.17.20_144
145,"Tap In (feat. Post Malone, DaBaby & Jack Harlow)",Saweetie,1660678,https://open.spotify.com/track/5woaU1FNkqCwg6WzWiQPW5,09.17.20,09.17.20_145
146,No Role Modelz,J. Cole,1659766,https://open.spotify.com/track/62vpWI1CHwFy7tMIcSStl8,09.17.20,09.17.20_146
147,Sweater Weather,The Neighbourhood,1657394,https://open.spotify.com/track/2QjOHCTQ1Jl3zawyYOpxh6,09.17.20,09.17.20_147
148,I Fall Apart,Post Malone,1644508,https://open.spotify.com/track/75ZvA4QfFiZvzhj2xkaWAh,09.17.20,09.17.20_148
149,rockstar (feat. 21 Savage),Post Malone,1639442,https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt,09.17.20,09.17.20_149
